hydrogen_production_rate,bandgap_energy,incident_light_cut_off,particle_size,radiation_source_intensity,specific_surface_area,catalyst_amount,calcination_temperature,calcination_time,Sr,Ti,O,La,Ni,Cu,K,Na,Ta,N,Ba,Fe,Nb,Bi,Br,Cd,S,H,Pb,Sn,Ag,Ca,Cr,Mn,Au,Pd,Pt,B,Mo,C,Pr,Y,Eu,Mg,Tb,In,Ru,Co,Li,Nd,Sm,Gd,Cs,W,Zr,Ce,V,P,Rh,Yb,Cl,Zn,atomic_number_mean,atomic_number_std,atomic_number_range,atomic_radius_mean,atomic_radius_std,atomic_radius_range,atomic_radius_rahm_mean,atomic_radius_rahm_std,atomic_radius_rahm_range,atomic_volume_mean,atomic_volume_std,atomic_volume_range,boiling_point_mean,boiling_point_std,boiling_point_range,bulk_modulus_mean,bulk_modulus_std,bulk_modulus_range,c6_gb_mean,c6_gb_std,c6_gb_range,covalent_radius_cordero_std,covalent_radius_cordero_range,covalent_radius_pyykko_std,covalent_radius_pyykko_range,covalent_radius_pyykko_double_mean,covalent_radius_pyykko_double_std,covalent_radius_pyykko_double_range,covalent_radius_pyykko_triple_mean,covalent_radius_pyykko_triple_std,covalent_radius_pyykko_triple_range,density_mean,density_std,density_range,dipole_polarizability_std,dipole_polarizability_range,electron_negativity_mean,electron_negativity_std,electron_negativity_range,electron_affinity_mean,electron_affinity_std,electron_affinity_range,en_allen_std,en_allen_range,en_ghosh_mean,en_ghosh_std,en_ghosh_range,first_ion_en_std,first_ion_en_range,fusion_enthalpy_mean,gs_bandgap_mean,gs_bandgap_std,gs_energy_mean,gs_energy_std,gs_energy_range,gs_est_bcc_latcnt_mean,gs_est_bcc_latcnt_std,gs_est_bcc_latcnt_range,gs_mag_moment_mean,gs_mag_moment_range,hhi_p_mean,hhi_p_std,hhi_p_range,hhi_r_mean,hhi_r_std,hhi_r_range,heat_capacity_mass_mean,heat_capacity_mass_std,heat_capacity_mass_range,heat_capacity_molar_mean,heat_capacity_molar_std,icsd_volume_mean,icsd_volume_range,heat_of_formation_mean,heat_of_formation_std,heat_of_formation_range,lattice_constant_mean,lattice_constant_std,lattice_constant_range,mendeleev_number_mean,mendeleev_number_std,mendeleev_number_range,melting_point_mean,melting_point_std,melting_point_range,molar_volume_mean,num_unfilled_mean,num_unfilled_std,num_unfilled_range,num_valance_mean,num_valance_std,num_valance_range,num_d_unfilled_mean,num_d_unfilled_std,num_d_unfilled_range,num_d_valence_mean,num_d_valence_std,num_d_valence_range,num_f_unfilled_mean,num_f_valence_mean,num_p_unfilled_mean,num_p_unfilled_std,num_p_unfilled_range,num_p_valence_mean,num_p_valence_std,num_p_valence_range,num_s_unfilled_mean,num_s_unfilled_std,num_s_unfilled_range,period_mean,period_std,period_range,specific_heat_mean,specific_heat_std,specific_heat_range,thermal_conductivity_mean,thermal_conductivity_range,vdw_radius_std,vdw_radius_range,vdw_radius_alvarez_std,vdw_radius_mm3_range,vdw_radius_uff_mean,vdw_radius_uff_std,vdw_radius_uff_range,sound_velocity_mean,sound_velocity_std,octahedral_factor,tolerance_factor,log_hydrogen_production_rate
1650.0,2.0,420,100.0,500.0,148.0,0.3,190.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.160103969498827,48.0,157.10071015570415,25.135523052245613,78.0,209.375,43.104342878647394,122.0,16.4875,8.719007612681619,28.7,1222.97,1147.4259767627714,2452.81,71.50302042526114,26.74701473128116,90.4,875.475,1778.512396463685,5523.3,52.3951333617923,149.0,46.928136549409246,133.0,99.625,43.38472513454476,104.0,95.875,43.1028928843529,96.0,4.55075,3.965354642084362,9.351,83.24874939000586,262.76,2.55875,0.9381023065209892,2.55,1.213142625,0.4203728059239315,1.3164935,6.174389502969099,16.149,0.2311829499999999,0.0739307785033067,0.1573584999999999,3.418684046231349,8.406386000000001,4.71875,0.0,0.0,-3.80531551125,1.0810586712747865,2.833269645,3.2497845041250004,0.817613450808037,2.398005524,0.0,0.0,1250.0,944.7221813845592,2500.0,1087.5,643.112548470328,1800.0,0.571625,0.3464913193357086,0.7140000000000001,27.909,1.68074715528541,24.18375,45.83,255.877,35.018450015670304,122.1,5.7925,1.156511456925525,2.74,80.375,28.039871165895185,87.0,524.5625,514.8737295140916,1180.3,18.05375,1.75,1.0897247358851685,4.0,7.75,3.631459761583488,12.0,0.0,0.0,0.0,3.75,4.841229182759271,10.0,0.0,0.0,1.5,1.3228756555322954,4.0,2.25,1.854049621773916,4.0,0.25,0.4330127018922193,1.0,3.625,1.653594569415369,4.0,0.6505933184337286,0.4287901381865439,0.887186636867457,118.13829,429.97342,41.03028607017016,116.0,58.80675450150263,125.0,354.8875,36.49607641582858,124.39999999999998,1323.75,1047.5633930698418,1.0465014612998338,0.8701754185315536,3.2177470732627937
2155.0,1.97,420,100.0,500.0,142.0,0.3,190.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.160103969498827,48.0,157.10071015570415,25.135523052245613,78.0,209.375,43.104342878647394,122.0,16.4875,8.719007612681619,28.7,1222.97,1147.4259767627714,2452.81,71.50302042526114,26.74701473128116,90.4,875.475,1778.512396463685,5523.3,52.3951333617923,149.0,46.928136549409246,133.0,99.625,43.38472513454476,104.0,95.875,43.1028928843529,96.0,4.55075,3.965354642084362,9.351,83.24874939000586,262.76,2.55875,0.9381023065209892,2.55,1.213142625,0.4203728059239315,1.3164935,6.174389502969099,16.149,0.2311829499999999,0.0739307785033067,0.1573584999999999,3.418684046231349,8.406386000000001,4.71875,0.0,0.0,-3.80531551125,1.0810586712747865,2.833269645,3.2497845041250004,0.817613450808037,2.398005524,0.0,0.0,1250.0,944.7221813845592,2500.0,1087.5,643.112548470328,1800.0,0.571625,0.3464913193357086,0.7140000000000001,27.909,1.68074715528541,24.18375,45.83,255.877,35.018450015670304,122.1,5.7925,1.156511456925525,2.74,80.375,28.039871165895185,87.0,524.5625,514.8737295140916,1180.3,18.05375,1.75,1.0897247358851685,4.0,7.75,3.631459761583488,12.0,0.0,0.0,0.0,3.75,4.841229182759271,10.0,0.0,0.0,1.5,1.3228756555322954,4.0,2.25,1.854049621773916,4.0,0.25,0.4330127018922193,1.0,3.625,1.653594569415369,4.0,0.6505933184337286,0.4287901381865439,0.887186636867457,118.13829,429.97342,41.03028607017016,116.0,58.80675450150263,125.0,354.8875,36.49607641582858,124.39999999999998,1323.75,1047.5633930698418,1.0465014612998338,0.8701754185315536,3.3336487565147013
0.0,3.5,415,19.1,300.0,31.7,0.1,800.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,6.4,14.0,156.52085218684496,20.241936946539177,50.7985796885917,208.0,45.5016483217916,99.0,16.5,6.828176916278605,19.3,1117.514,1381.3662807032752,3469.81,71.06362451031336,30.050606380271407,93.0,696.02,893.4783117681145,2213.3,50.22509332992822,110.0,45.69638935408354,108.0,87.0,37.94733192202055,90.0,80.0,34.0,80.0,1.9074,1.3254304357453093,3.391,69.03568885728598,163.76,2.572,1.0767060880295978,2.44,0.8973780999999998,0.6906467129218382,1.4365635,6.995920456952037,15.247,0.23050012,0.0907576712066015,0.1891630999999999,3.5087931700378125,7.50489,4.67,0.0,0.0,-4.79878648,1.8433444681178404,5.826897555,3.0679481612000004,0.6229145981320804,1.5963665370000002,4.5e-06,2.25e-05,1300.0,1320.6059215375342,3400.0,920.0,515.363949069005,1100.0,0.7849999999999999,0.1674705944337692,0.394,27.8246,1.9222625835197449,22.788,26.83,279.6974,100.5325275611829,295.2,5.804,1.5068855298263368,3.88,74.0,34.87119154832539,85.0,641.88,764.4596062579108,1878.2,17.784,2.8,2.712931993250108,8.0,4.8,1.6,4.0,1.6,3.2,8.0,0.4,0.8,2.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.0,0.0,0.0,2.8,0.9797958971132712,2.0,0.8827119821204743,0.2441176661712935,0.556186636867457,44.415948,199.97342,34.38953329139551,79.0,51.2,99.0,341.48,12.611962575269562,32.5,1780.5,1794.8380149751677,1.0054621883076835,0.8276905731128505,0.0
40.0,3.5,415,19.1,300.0,31.7,0.1,800.0,6.0,0.0,0.995,3.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.207,6.413435194963773,21.0,156.501852186845,20.25977400492829,69.0,207.96000000000004,45.47613000245293,99.0,16.496499999999997,6.832096146132605,22.8,1116.794,1380.2802263395647,3469.81,71.09362451031336,30.10438882208689,123.0,695.0840000000001,893.4401283488447,2213.3,50.20322714726615,110.0,45.68335609387734,108.0,86.998,37.94580340432918,90.0,80.012,34.0119957661999,80.0,1.91182,1.3414748926461502,7.811000000000001,69.01540147165993,163.76,2.57236,1.076421121308942,2.44,0.8985340999999998,0.6902432843328068,1.4365635,6.993483741877148,15.247,0.2305279278999999,0.0907290962765598,0.1891630999999999,3.5079015828871616,7.50489,4.669449999999999,0.0,0.0,-4.794691907700001,1.8412748524171985,5.826897555,3.067536332566,0.6229502039812794,1.5963665370000002,4.477500000000001e-06,2.25e-05,1300.5,1320.6247574538347,3400.0,919.9,515.2416811555524,1100.0,0.784861,0.1677446263789097,0.533,27.82398,1.923253898891148,22.78214,32.379999999999995,279.5618,100.36301313412228,295.2,5.80466,1.5057794939498943,3.88,74.021,34.863656707235975,85.0,641.3036,763.7028160135591,1878.2,17.78047,2.793,2.7085329977683488,8.0,4.807,1.6117540134896515,9.0,1.592,3.1939843456097274,8.0,0.408,0.854128795908439,10.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.001,0.0316069612585582,1.0,2.8,0.9797958971132712,2.0,0.8825739821204742,0.244359858405558,0.694186636867457,44.793948,399.97342,34.37910375504283,79.0,51.192123769189344,99.0,341.512,12.591658191040606,32.5,1779.9300000000003,1794.1789891479611,0.9404833394034456,0.8554065444884646,1.6127838567197355
140.7,3.5,415,19.1,300.0,31.7,0.1,800.0,6.0,0.0,0.99,3.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.214,6.42683467968486,21.0,156.48285218684498,20.2775775701603,69.0,207.92,45.4505621527391,99.0,16.493000000000002,6.836011337029803,22.8,1116.074,1379.1929408839069,3469.81,71.12362451031336,30.15804550830128,123.0,694.1479999999999,893.4009626679389,2213.3,50.18133581322841,110.0,45.67030650214645,108.0,86.996,37.94427471964645,90.0,80.024,34.02398307076936,80.0,1.91624,1.3573153142877303,7.811000000000001,68.99504141644964,163.76,2.57272,1.0761359586966697,2.44,0.8996900999999999,0.6898376826408804,1.4365635,6.991045064051582,15.247,0.2305557357999999,0.0907005038184371,0.1891630999999999,3.507009538994505,7.50489,4.668899999999999,0.0,0.0,-4.7905973354,1.83919379215532,5.826897555,3.0671245039320008,0.6229855355535445,1.5963665370000002,4.4550000000000005e-06,2.25e-05,1301.0,1320.6434037998297,3400.0,919.8,515.1193648078083,1100.0,0.784722,0.1680180963944063,0.533,27.82336,1.9242445037988287,22.77628,32.379999999999995,279.4262,100.19302839100132,295.2,5.80532,1.504672355564493,3.88,74.042,34.85610758532857,85.0,640.7272,762.9448396182781,1878.2,17.77694,2.786,2.7041087256247667,8.0,4.814,1.6233927436082742,9.0,1.584,3.187937264125504,8.0,0.416,0.9049552475122732,10.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.002,0.0446766158073773,1.0,2.8,0.9797958971132712,2.0,0.8824359821204741,0.2446017329763827,0.694186636867457,45.171948,399.97342,34.36866450707679,79.0,51.184245075999705,99.0,341.544,12.571239557020622,32.5,1779.36,1793.5195400106463,0.9404833394034456,0.8554065444884646,2.1513698502474603
95.0,3.5,415,19.1,300.0,31.7,0.1,800.0,6.0,0.0,0.985,3.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.221,6.440198677059582,21.0,156.46385218684495,20.29534773037821,69.0,207.88,45.42494468901421,99.0,16.4895,6.839922495905929,22.8,1115.354,1378.1044214224114,3469.81,71.15362451031338,30.211577108952,123.0,693.212,893.3608145962078,2213.3,50.15941929488419,110.0,45.6572405648874,108.0,86.994,37.94274586795216,90.0,80.036,34.035961922648816,80.0,1.9206600000000005,1.3729587628184612,7.811000000000001,68.97460862730284,163.76,2.57308,1.0758506000370127,2.44,0.9008461,0.6894299040106543,1.4365635,6.988604421420631,15.247,0.2305835436999999,0.0906718938156516,0.1891630999999999,3.506117038011223,7.50489,4.668349999999999,0.0,0.0,-4.786502763100001,1.8371012484391591,5.826897555,3.0667126752980005,0.6230205928955382,1.5963665370000002,4.4325e-06,2.25e-05,1301.5,1320.6618605835486,3400.0,919.7,514.9969999912621,1100.0,0.7845829999999999,0.1682910072196372,0.533,27.82274,1.9252343993394685,22.77042,32.379999999999995,279.2906,100.0225709339647,295.2,5.805980000000001,1.5035641122346597,3.88,74.063,34.84854417332237,85.0,640.1508,762.1856735332672,1878.2,17.773410000000002,2.779,2.6996590525471915,8.0,4.821,1.634918652410572,9.0,1.576,3.181858576366963,8.0,0.424,0.9530078698520806,10.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.003,0.0546900356555012,1.0,2.8,0.9797958971132712,2.0,0.8822979821204742,0.2448432908252028,0.694186636867457,45.549948,399.97342,34.35821553864519,79.0,51.17636391929384,99.0,341.576,12.550706115593655,32.5,1778.7900000000002,1792.8596670961172,0.9404833394034456,0.8554065444884646,1.9822712330395684
70.0,3.5,415,19.1,300.0,31.7,0.1,800.0,6.0,0.0,0.98,3.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.228,6.453527407550076,21.0,156.44485218684497,20.313084573251505,69.0,207.84,45.39927752729111,99.0,16.486,6.843829629673724,22.8,1114.634,1377.0146650286626,3469.81,71.18362451031336,30.26498428777939,123.0,692.2760000000001,893.3196840011979,2213.3,50.13747755920714,110.0,45.64415826806318,108.0,86.99199999999999,37.94121684922612,90.0,80.048,34.04793233075982,80.0,1.92508,1.3884118962325265,7.811000000000001,68.95410303956103,163.76,2.57344,1.075565045173931,2.44,0.9020021,0.6890199445770347,1.4365635,6.986161811925057,15.247,0.2306113516,0.0906432662515901,0.1891630999999999,3.5052240795881624,7.50489,4.6678,0.0,0.0,-4.7824081908,1.8349971819831568,5.826897555,3.0663008466640003,0.6230553760535509,1.5963665370000002,4.41e-06,2.25e-05,1302.0,1320.6801278129387,3400.0,919.6,514.8745866713563,1100.0,0.784444,0.1685633615706568,0.533,27.82212,1.926223586606706,22.76456,32.379999999999995,279.155,99.85163834209231,295.2,5.80664,1.502454761515301,3.88,74.084,34.840966461910895,85.0,639.5744,761.4253142000468,1878.2,17.76988,2.772,2.695183852726934,8.0,4.828,1.6463341094686703,9.0,1.568,3.175748100841753,8.0,0.432,0.9986871381969432,10.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.004,0.063118935352238,1.0,2.8,0.9797958971132712,2.0,0.8821599821204742,0.245084532888512,0.694186636867457,45.927948,399.97342,34.34775684087681,79.0,51.16848029793341,99.0,341.608,12.530057302343035,32.5,1778.2199999999998,1792.1993699362804,0.9404833394034456,0.8554065444884646,1.8512583487190752
295.0,3.5,415,19.1,300.0,44.0,0.1,800.0,6.0,0.0,0.98,3.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.228,6.453527407550076,21.0,156.44485218684497,20.313084573251505,69.0,207.84,45.39927752729111,99.0,16.486,6.843829629673724,22.8,1114.634,1377.0146650286626,3469.81,71.18362451031336,30.26498428777939,123.0,692.2760000000001,893.3196840011979,2213.3,50.13747755920714,110.0,45.64415826806318,108.0,86.99199999999999,37.94121684922612,90.0,80.048,34.04793233075982,80.0,1.92508,1.3884118962325265,7.811000000000001,68.95410303956103,163.76,2.57344,1.075565045173931,2.44,0.9020021,0.6890199445770347,1.4365635,6.986161811925057,15.247,0.2306113516,0.0906432662515901,0.1891630999999999,3.5052240795881624,7.50489,4.6678,0.0,0.0,-4.7824081908,1.8349971819831568,5.826897555,3.0663008466640003,0.6230553760535509,1.5963665370000002,4.41e-06,2.25e-05,1302.0,1320.6801278129387,3400.0,919.6,514.8745866713563,1100.0,0.784444,0.1685633615706568,0.533,27.82212,1.926223586606706,22.76456,32.379999999999995,279.155,99.85163834209231,295.2,5.80664,1.502454761515301,3.88,74.084,34.840966461910895,85.0,639.5744,761.4253142000468,1878.2,17.76988,2.772,2.695183852726934,8.0,4.828,1.6463341094686703,9.0,1.568,3.175748100841753,8.0,0.432,0.9986871381969432,10.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.004,0.063118935352238,1.0,2.8,0.9797958971132712,2.0,0.8821599821204742,0.245084532888512,0.694186636867457,45.927948,399.97342,34.34775684087681,79.0,51.16848029793341,99.0,341.608,12.530057302343035,32.5,1778.2199999999998,1792.1993699362804,0.9404833394034456,0.8554065444884646,2.4712917110589387
28800.0,2.31,400,1000.0,300.0,7.03,0.1,200.0,48.0,0.9,0.9,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.220000000000006,12.861244107783664,49.0,159.220852186845,26.85392726471689,85.0,209.42,47.82220823006817,113.0,16.968600000000002,8.092346510129188,26.47,1126.6740000000002,1400.9530896443323,3639.81,82.27010986026266,18.92622889838998,132.0,896.2000000000002,1273.7450741808582,3713.3,55.82941518590357,141.0,49.90226046984245,122.0,88.52000000000002,40.58681559324408,100.0,81.10000000000001,35.8342015398697,86.0,2.2304000000000004,1.5736297023124597,6.031,75.07540376021963,204.76,2.567400000000001,1.0850194652631815,2.49,0.9222481,0.6672310379289471,1.4131135,7.1399606395171,17.584753744759418,0.232170888,0.088885703517611,0.1860667999999999,3.626337361634762,8.04115,4.560400000000001,0.0,0.0,-4.845187727100001,1.945422293722761,7.82290294,3.156762691840001,0.8113678238217783,2.138060945,4.050000000000001e-06,2.25e-05,1506.0000000000002,1808.912380409842,9000.0,1272.0000000000002,1068.277117605727,3600.0,0.7130800000000002,0.2611934026731916,0.7230000000000001,27.96900000000001,1.845547994499196,24.679600000000004,44.07,280.76700000000005,102.110114012276,309.0,5.856000000000002,1.5375773151292265,3.95,74.28000000000002,34.61967070900589,86.0,634.8600000000001,765.5134645452032,2075.2,19.032800000000005,2.9400000000000004,2.759782600133569,9.0,4.860000000000001,1.5749285698088027,4.0,1.7200000000000002,3.26827171453048,9.0,0.4800000000000001,1.0047885349664378,5.0,0.0,0.0,1.2000000000000002,0.9797958971132714,2.0,2.4000000000000004,1.9595917942265428,4.0,0.02,0.14,1.0,3.0200000000000005,1.3036870790185813,4.0,0.8095319821204743,0.3384179490512756,0.8821866368674569,12.415948,93.97342,39.804266103019664,97.0,58.04784578259559,118.0,345.7780000000001,15.927589773722833,61.80000000000001,1914.761769295165,1989.809730690132,1.057901259353209,0.8489035053259782,4.459407567166948
12000.0,2.49,400,1000.0,300.0,3.34,0.1,200.0,48.0,0.0,0.9,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,8.864513523031029,49.0,155.980852186845,20.186800928068333,67.0,207.8,45.53548067166965,113.0,16.2846,6.687963878490971,22.67,1144.674,1408.2745809621078,3639.81,72.28362451031337,31.74988661423603,143.0,716.2,964.2917162352896,3713.3,50.90854545162335,141.0,45.814080804922845,117.0,86.72,37.62341823917652,90.0,80.02,34.1224207816503,86.0,2.0522,1.5844973209191613,6.031,70.18581504663175,204.76,2.5764,1.071691672077375,2.44,0.9180271,0.6727992464657938,1.4365635,7.036827439061133,17.584753744759418,0.231613554,0.089603456981329,0.1891630999999999,3.5251465765218963,8.04115,4.7602,0.0,0.0,-4.8929806008000005,1.868902249616156,7.557386975,3.0592576984,0.6222819962737445,1.5963665370000002,4.05e-06,2.25e-05,1452.0,1730.4612101980213,9000.0,1002.0,734.9802718440816,3600.0,0.77446,0.1881805739177134,0.7230000000000001,27.81402,1.9700023399986109,22.5394,32.18,283.251,99.37044767736532,295.2,5.766,1.5364647734328307,3.95,74.46,34.31221939775974,85.0,647.46,772.6538891379503,2075.2,17.639599999999998,2.94,2.759782600133569,9.0,4.860000000000001,1.5749285698088027,4.0,1.72,3.26827171453048,9.0,0.4800000000000001,1.0047885349664376,5.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.02,0.1399999999999999,1.0,2.84,1.065082156455548,4.0,0.8728919821204741,0.2614837774428181,0.8821866368674569,42.115948,199.97342,34.704357075157006,91.0,52.403148760356,99.0,341.422,13.435301113112423,49.89999999999998,1789.8,1839.3776692131496,1.057901259353209,0.8065995102788552,4.079217435746567
4000.0,2.52,400,1000.0,300.0,22.46,0.1,200.0,48.0,0.0,0.9,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,18.65176667235573,49.0,160.480852186845,29.47760611087433,92.0,211.94,51.63890393879406,122.0,17.9226,10.077483179842078,31.77,1172.214,1421.4145700195984,3639.81,70.95162451031337,34.10884711790064,150.4,1312.0,2085.8626402522286,5523.3,61.52186278064084,149.0,53.27551032134746,133.0,89.24000000000001,41.81222787654348,104.0,82.89999999999999,38.82383288651444,96.0,2.4032,1.6490410425456363,6.031,101.2942732130499,262.76,2.5566,1.1012422258522416,2.55,0.9396397,0.6451093086487436,1.3821135,7.2619852934031535,17.584753744759418,0.2394015599999999,0.0805923658147916,0.1812112999999999,3.7484014819792746,8.406386000000001,4.504600000000001,0.0,0.0,-4.8885152859000005,1.8759488373361173,7.582194279999999,3.20355271606,0.9050747270401504,2.398005524,4.05e-06,2.25e-05,1290.0,1523.4500319997371,9000.0,1146.0,882.0906982844792,3600.0,0.69472,0.291042267720687,0.7230000000000001,28.199400000000004,1.761985255329908,25.9036,50.870000000000005,283.485,99.1230762617868,293.9,5.6652000000000005,1.5634925519490013,3.95,74.1,34.9286415424362,87.0,627.6600000000001,761.8295139990312,2075.2,19.7924,2.94,2.759782600133569,9.0,4.860000000000001,1.5749285698088027,4.0,1.72,3.26827171453048,9.0,0.4800000000000001,1.0047885349664376,5.0,0.0,0.0,1.2,0.9797958971132712,2.0,2.4,1.9595917942265424,4.0,0.02,0.1399999999999999,1.0,3.2,1.6,4.0,0.7899119821204741,0.3691004454325126,0.887186636867457,9.355948,93.97342,45.70820495272156,116.0,63.42694695474472,125.0,346.894,17.327912857583282,68.0,1395.6,1580.6609029137148,1.057901259353209,0.865355058955415,3.602168551378997
